id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
53894150,Peaceful Alcove Room w/ Tons of Sunlight near EWR,52659070,LilyRentals,,Central,40.7588,-74.18647,Private room,35,14,5,2024-07-26,0.14,93,365,1,
53917581,Birds in Flight Rm with Private Bathroom near EWR,52659070,LilyRentals,,Central,40.75648,-74.18645,Private room,33,14,11,2024-06-24,0.33,93,214,4,
54052021,🌿 4BR Family🏠/King 🛏️/👉Min2NYC🗽/EWR✈️ /🇺🇸Dream Mall,403995401,Brent,,North,40.75808,-74.17363,Entire home/apt,244,1,179,2024-12-19,4.90,3,355,61,
54129607,Cheerful and Cozy Rm w/ Work Space 7 mins Nwk Penn,52659070,LilyRentals,,Central,40.75709,-74.18649,Private room,31,14,9,2024-03-09,0.25,93,365,1,
54130579,Private Terrace Room w/ Work Space near EWR + Penn,52659070,LilyRentals,,Central,40.7583,-74.1881,Private room,30,14,7,2023-01-14,0.20,93,365,0,
54130586,The Overnight Celebrity Master Bedroom Near EWR,52659070,LilyRentals,,Central,40.75674,-74.18707,Private room,30,14,16,2024-07-16,0.45,93,245,4,
54228454,2 Br apt - Close to NYC and International Airport,238501905,Ruy,,East,40.733395,-74.163422,Entire home/apt,165,1,180,2024-12-26,5.22,6,173,66,
54292260,Luxurious townhouse near NYC,440216100,Lux Home Rental,,South,40.72137,-74.19613,Entire home/apt,278,2,18,2024-10-10,0.51,1,308,8,
517612497068229713,Cheerful 3 Bedroom Home Near EWR/NYC,363360635,Alice,,South,40.7175,-74.19318,Entire home/apt,223,2,39,2024-08-11,1.06,3,121,6,
522492282122469124,Peaceful 3 Bedroom Home Near EWR/NYC,363360635,Alice,,South,40.71722,-74.19393,Entire home/apt,,2,41,2024-10-14,1.24,3,359,4,
538911970108500830,Private studio minutes from EWR/PRUDENTIAL/NYC,57184337,Andreia,,East,40.72233,-74.15811,Entire home/apt,,2,50,2024-11-10,1.40,2,0,23,
545639640983188059,Lovely 1-Bedroom rental unit with office/parking,439825010,Nilson,,North,40.76995,-74.16012,Entire home/apt,65,3,10,2022-12-29,0.29,1,88,0,
547065237265381244,"Private room w/ quiet, work space near EWR Penn",52659070,LilyRentals,,Central,40.7577,-74.18732,Private room,29,14,0,,,93,365,0,
550707111015597755,"Save on 3 day Stay! Park Free, by Arena+King Bed",490005088,Host Your Stays,,Central,40.73413,-74.17604829999999,Entire home/apt,198,1,152,2024-12-27,6.11,1,16,71,
551290186485229526,DOWNTOWN 1BR/1BA GUEST SUITE WITH PATIO/FIRE PIT,21662783,T. Anna,,Central,40.72941,-74.17914,Entire home/apt,,45,2,2022-05-16,0.06,5,274,0,
555609473372774589,Private Bedroom close to EWR/NYC - 2,404686576,Ashley,,South,40.72033,-74.20008,Private room,45,5,9,2024-10-19,0.26,3,253,3,
560158867565759385,Charming Attic Apartment Near Newark NJ Airport,444642850,Jovana,,West,40.73952,-74.20492,Entire home/apt,80,2,191,2024-12-12,5.61,1,6,61,
560906938787623596,Modern Private Loft near NYC Train - 1 Bedroom,17500210,Peter,,Central,40.74841,-74.16963,Entire home/apt,70,30,0,,,1,120,0,
561825739500113037,The Flats King Bed- EWR/Penn Station,193718645,Lh Augustin,,Central,40.73434,-74.17516,Entire home/apt,137,2,50,2024-10-13,1.59,4,16,19,
568176744927461314,Lovely 3-Bedroom Apt. 5 miles  from Newark Airport,241962852,Darlene,,Central,40.73742,-74.19184,Entire home/apt,162,3,46,2024-11-29,1.34,1,342,26,
568901082150174727,★Elegant  2BR King Bed | Loft apt | 30 min to NYC★,313129563,Joe,,Central,40.73693,-74.17318,Entire home/apt,154,2,123,2024-12-25,3.57,18,115,44,
569555540825506763,Lovely Studio - Newark NJ-Near train station,48869670,Andres,,East,40.73126,-74.16459,Entire home/apt,125,5,28,2024-12-11,0.84,5,360,9,
571088028775031181,See NYC 4 less kids friendly no stairs,79153497,Natalie,,East,40.72829,-74.15258,Entire home/apt,170,4,2,2024-01-01,0.14,7,365,1,
573322738324072731,THE LOFT AT CRAWFORD #3,415966264,Ireneusz,,Central,40.72939,-74.1813,Entire home/apt,,1,28,2024-11-30,0.82,10,357,5,
573790503692626119,Queen sized bedroom with huge closet near EWR Penn,52659070,LilyRentals,,Central,40.7571,-74.18827,Private room,31,4,5,2024-02-25,0.20,93,365,1,
575579000206736499,"Lovely one bedroom unit in Newark, quiet, near all",128463196,Adetokunbo,,South,40.72441,-74.19851,Private room,44,1,0,,,1,362,0,
576877410831494526,Prime Location in NJ: 4BR House With Easy Transit,130430980,Samantha,,West,40.74438,-74.20687,Entire home/apt,531,3,93,2024-12-24,2.72,4,59,24,
577390920135797250,Private Studio 8min from EWR,445041153,Mercedes,,South,40.71531,-74.21402,Entire home/apt,93,2,23,2023-10-13,0.67,1,364,0,
583615942043658042,East Orange Haven,288436049,Shalanda & Kelvin,,North,40.76739,-74.19008,Entire home/apt,105,1,39,2024-09-15,2.07,1,274,24,
584068534493229909,Charming and comfy 2BR unit. Just 8 miles from NYC,238501905,Ruy,,East,40.7334,-74.16342,Entire home/apt,174,1,131,2024-12-28,3.95,6,172,41,
584700963948938250,PRIVATE LUXURY APT IN THE HEART OF NEWARK 📍,448960386,Bedrock,,Central,40.73797,-74.16724,Entire home/apt,161,2,67,2024-11-22,2.09,2,62,22,
587140782190621151,Amazing 2 bedroom apartment,387270699,Bryant,,West,40.74027,-74.23666,Entire home/apt,109,3,28,2024-12-16,0.86,4,166,12,
589156292773338843,Unique 1BR | Walk to njpenn/njpac | 30 min to nyc,313129563,Joe,,Central,40.7386,-74.16611,Entire home/apt,203,2,95,2024-12-27,2.82,18,330,46,
589266434469915010,Comfy 2BD APT just 15 miles from NYC!,63542223,Hafh,,East,40.72656,-74.16769,Entire home/apt,124,3,76,2024-12-21,2.31,3,338,24,
590378949393944088,Peculiar Room D1,347646634,Marian,,Central,40.74719,-74.18802,Private room,65,2,36,2024-09-14,1.08,9,362,21,
591153158013002242,Comfortable Mini-Suite Room near NYC,451342565,Christopher,,South,40.72571,-74.20546,Private room,66,3,100,2024-12-29,3.00,3,357,39,
592150794827838466,Meditative light blue room w/ work space near EWR,52659070,LilyRentals,,Central,40.75677,-74.18914,Private room,30,14,2,2023-08-19,0.09,93,365,0,
592905463314647265,"Cheery, Spacious Alcove Rm Near EWR Penn Manhattan",52659070,LilyRentals,,Central,40.75663,-74.18728,Private room,29,14,3,2024-07-29,0.14,93,365,2,
594773701978083040,"2Bedroom Apartment close to NYC/ EWR,",452098029,Sadat,,West,40.744804,-74.197182,Entire home/apt,139,3,60,2024-12-16,1.83,2,329,16,
595434096945888352,CoZy1BD*APT*nearAIRPORT/PENN/NYC,443930461,Richard,,West,40.74643,-74.20678,Entire home/apt,121,1,38,2024-01-01,1.84,2,361,1,
597656006311038189,Lovely 2 bedroom Studio With free parking,113711297,Johnny,,Central,40.76049,-74.17022,Entire home/apt,101,2,147,2024-12-19,4.61,4,82,47,
598436225869644233,CHARM Room #4 Near Newark Airport/NYC/Outlet Mall,341329541,Marcilene,,South,40.6893,-74.20003,Private room,,1,66,2024-12-12,1.98,13,87,34,
599356828249677115,173 3a 2Br Apt near NYC and EWR,24815236,Mario,,West,40.74506,-74.19762,Entire home/apt,817,7,23,2024-12-05,0.77,29,356,12,
600780265190661132,BEAUTIFUL ROOM A2 11 MINS TO EWR/PRUDENTIAL CENTER,212693162,Kingsley,,West,40.74168,-74.19472,Private room,103,6,8,2022-12-29,0.24,37,365,0,
608557625374546300,room 3,455009191,Annwins Place,,South,40.71932,-74.20642,Private room,56,1,81,2024-12-10,2.48,7,364,35,
608568452284990204,room 1,455009191,Annwins Place,,South,40.71749,-74.20688,Private room,64,1,96,2024-12-26,2.92,7,364,35,
612386942030628189,Lovely Studio in Newark,307728264,Abby,,West,40.74065,-74.19488,Private room,101,3,65,2024-12-26,2.00,1,176,24,
612413975847834591,Luxury Suite by Prudential Ctr & 7min to EWR Airpt,437180550,Joy,,East,40.73323,-74.17152,Entire home/apt,125,2,48,2024-12-07,1.73,1,345,19,
612518901530232617,Latín Experience! 2,108860009,River,,North,40.77581,-74.16558,Private room,51,2,58,2024-12-26,1.78,1,210,28,
614743089412385521,#0  - Comfy 1 Bedroom 5 mins from EWR,424584754,Budget BNB,,South,40.71042,-74.22282,Private room,,7,18,2024-12-05,0.56,7,164,8,
616148262800720898,"Clean, Comfy and Convenient NYC Suburb sleeps 16",380038001,Leslie,,South,40.70535,-74.21807,Entire home/apt,600,3,11,2024-10-14,0.45,1,359,1,
617928697093283027,Stunning Private Room & Backyard with fire pit,27896585,Amanda,,South,40.7279,-74.20898,Private room,90,1,1,2022-10-02,0.04,2,361,0,
621858047516863026,Bedroom # 4 - The Villa,411930291,Pamela,,South,40.7132,-74.19658,Private room,120,1,50,2024-12-24,1.67,4,318,25,
625308573856744045,Private 3-bedroom apartment near EWR/NYC,428712403,Andy,,South,40.71448,-74.20849,Entire home/apt,188,1,35,2024-12-01,3.03,3,63,35,
625440481253899062,Cheery & Cozy Room with Work Space Near EWR + Penn,52659070,LilyRentals,,Central,40.75675,-74.1877,Private room,27,3,3,2024-09-13,0.10,93,293,2,
626150993652608690,NBI Hospital & EWR Airport >10 mins,424584754,Budget BNB,,South,40.71193,-74.22211,Private room,,7,4,2024-06-02,0.15,7,87,1,
626151060732137429,#1 Women Only/LaidBack Feminine Space/5MinsAirport,424584754,Budget BNB,,South,40.7114,-74.22412,Private room,50,7,17,2024-07-15,0.66,7,176,4,
626151389754710424,#1 Private Room -10 minutes away from EWR/PATH,424584754,Budget BNB,,South,40.71121,-74.22364,Private room,,7,15,2024-04-08,0.47,7,173,1,
626275397107163081,Queen Bed w/Master Bath!Guests Fav!Quality!Value$,326249843,C&W Capital,,North,40.7677,-74.16248,Private room,73,2,51,2024-12-19,1.59,6,2,50,
630331556645830164,Stylish Duplex Near NYC/EWR + Sleeps 16+Breakfast,259325636,Defina,,South,40.708836,-74.205482,Entire home/apt,941,2,31,2024-11-18,1.11,1,89,10,
632601298413949674,Private Studio- 40 min NYC. Laundry incl!,67932442,Netonia,,Central,40.72542,-74.17611,Entire home/apt,60,29,25,2024-09-26,0.83,4,91,16,
632647149590537175,Large 3 BDR | 10 mins to EWR Airport | Bus to NYC,353453114,Zee,,South,40.71349,-74.2206,Entire home/apt,181,2,42,2024-12-28,1.35,8,364,26,
632786414327340837,Cozy & Quiet.  Lovely 2 Bedroom Unit in Newark.,460437346,Alain,,South,40.714493,-74.210571,Entire home/apt,86,30,10,2024-09-13,0.35,4,274,5,
638319855936563440,Cheery plant room w/ lots of sunlight near EWR,52659070,LilyRentals,,Central,40.75741,-74.18863,Private room,32,14,6,2024-03-26,0.20,93,365,1,
639176904420973267,Private room in Newark (1B),224974119,Maria,,West,40.74685,-74.19629,Private room,46,2,29,2024-12-12,0.94,4,86,8,
640017568509592769,Private room in Newark,224974119,Maria,,West,40.74703,-74.19786,Private room,44,2,16,2024-10-31,0.52,4,88,13,
641112943666036881,Adorable 1BR Guesthouse & Patio NYC EWR Prudential,170249577,Carla,,East,40.7223,-74.15743,Entire home/apt,125,30,18,2024-12-23,0.61,2,364,5,
649366342687932156,"Cozy 2-Bedroom Rental Unit in Newark, NJ",48869670,Andres,,East,40.73126,-74.16414,Entire home/apt,175,4,27,2024-11-19,0.97,5,363,9,
649521421949592680,Queen sz bed in luxury room w/ work space near EWR,52659070,LilyRentals,,Central,40.75804,-74.18664,Private room,35,14,5,2024-11-27,0.23,93,365,2,
650518607966172657,Luxuriously furnished 3 bedroom,451847706,Burnell,,South,40.72701,-74.20779,Entire home/apt,260,1,17,2024-10-20,1.01,1,269,8,
657120524343523120,The 501Getaway-2BD/Hidden Gem/Amazing view/EWR AP,314532964,Perose,,Central,40.72726,-74.18109,Entire home/apt,175,1,40,2024-11-18,1.32,13,222,12,
661118942263593091,Wonderful studio just 5 min from Newark Airport,88327797,Kevin,,South,40.70526,-74.21305,Entire home/apt,69,2,32,2024-12-15,1.07,15,363,23,
661370089168991565,Cozy Ironbound oasis,74169258,Mariam,,East,40.73138,-74.13876,Entire home/apt,200,30,1,2023-12-01,0.08,1,355,0,
664598300892592363,Amazing Value!Close 2 EWR & Dwtn!Full-size Bed!,326249843,C&W Capital,,North,40.76618,-74.16234,Private room,77,2,147,2024-12-23,4.99,6,11,63,
665041461025606026,Cheery 1BR Light Blue Rm Near EWR Penn Manhattan,52659070,LilyRentals,,Central,40.7567,-74.18687,Private room,34,7,6,2024-08-22,0.33,93,360,5,
673108337347892744,Central 2 bed 2 bath -FREE Parking - 20 min to NYC,338687664,Shaun,,Central,40.7341385,-74.17605530000002,Entire home/apt,172,3,82,2024-12-16,3.87,13,84,42,
674702099414542293,Kings Quarters Room 2 close to NYC,451342565,Christopher,,South,40.72593,-74.20542,Private room,,3,61,2024-12-27,2.06,3,179,29,
676403425438099844,The Bennett I Thai Oasis,31549697,Andre,,South,40.68912,-74.19823,Entire home/apt,329,1,79,2024-12-15,2.67,2,264,28,
676614632232298936,The Bennett I Two Worlds,31549697,Andre,,South,40.68851,-74.19982,Entire home/apt,757,1,50,2024-12-22,1.73,2,231,20,
676758745392965229,Luxurious Tranquil Vacation Home-10 min downtown,410591250,Bashon,,South,40.72717,-74.20971,Entire home/apt,225,28,2,2022-11-27,0.07,2,89,0,
677065845616413416,2 BDR Basement Apt 10-15mins To EWR & NWK Pen,470842840,Caniggia And Reinaldo,,West,40.75004,-74.19099,Entire home/apt,118,1,79,2024-12-29,2.72,1,264,24,
679014133716563609,Historic Forest Hills Newark 1 bedroom house share,172508456,Dexter,,North,40.76479,-74.1748,Private room,42,31,1,2024-09-15,0.28,7,362,1,
679600293800461885,Commuter Hub (3A),139740220,Partha & Rita,,South,40.7092313,-74.20915099999999,Private room,49,3,87,2024-12-13,2.97,3,323,30,
680113131443487826,Luxury Designer Theme 2BR Apt near NYC / thePATH,61241326,Remi,,East,40.72718,-74.15983,Entire home/apt,156,1,87,2024-12-13,3.07,1,362,43,
680509810487125829,Nice private room 6. 13 minutes to the Airport/DT.,370008282,Yomi,,Central,40.74764,-74.18731,Private room,62,1,40,2024-11-17,1.37,22,175,7,
680531315667236976,Cozy Rm 5. 13 minutes to Airport/Penn station/DT.,370008282,Yomi,,Central,40.74648,-74.18682,Private room,62,1,21,2024-10-15,0.71,22,89,4,
681183785719948447,"Spacious Home In Nwrk,10 Mins.from EWR, Easy 2 NYC",472079148,Ayo,,South,40.7087488,-74.2081879,Entire home/apt,214,2,36,2024-09-15,1.27,1,297,12,
681778094861630768,Open 3bd 2ba Apt w/ Patio Newark/EWR Mins from NYC,263532917,Afolabi,,West,40.74524,-74.19883,Entire home/apt,216,3,74,2024-12-30,2.57,2,358,45,
683971020404271815,Private Room 15 min to EWR Air & NJ Transit,10023805,"Armando,A",,North,40.76524,-74.16772,Private room,59,2,42,2024-11-19,1.44,2,364,14,
684573063436896493,30% Off! Prime Area Near NYC & EWR|98 Walk score,44008190,Sojourney,,East,40.7266004,-74.15879199999999,Entire home/apt,181,1,65,2024-11-10,2.24,13,268,31,
685637546938224240,Elegant Modern 2 bed 2 bath Loft apartment,112120447,Liz,,East,40.72864,-74.16021,Entire home/apt,140,2,130,2024-12-13,4.45,6,354,44,
688317299639726757,Modern 2 Bedroom Townhouse near NYC & EWR.,145204721,Kidell,,Central,40.73044,-74.18968,Entire home/apt,100,1,95,2024-07-13,3.27,1,0,24,
690513660358288965,Art of Newark | Free Parking | Airport | NYC Train,375794060,Kenneth,,Central,40.74886,-74.17011,Entire home/apt,193,2,46,2024-12-15,1.68,2,90,16,
690516408744033414,Gateway to NYC | Parking | Train | Airport | Gym,375794060,Kenneth,,Central,40.74924,-74.16805,Entire home/apt,192,2,29,2024-12-16,1.02,2,269,8,
690556703959259050,Lovely Loft 1-bed 1-bath Newark/EWR Mins from NYC,263532917,Afolabi,,West,40.74436,-74.19768,Entire home/apt,152,3,46,2024-12-31,1.63,2,363,24,
690775341465325293,Cozy Cabin in The City,328147917,Tanita,,South,40.70746,-74.20398,Entire home/apt,136,2,74,2024-12-21,2.56,1,178,25,
691861374433452484,Ask About 20%Off~Sleeps 5~Airport 8min~NYC 30min,44008190,Sojourney,,East,40.7266004,-74.15879199999999,Entire home/apt,243,1,62,2024-12-23,2.17,13,175,23,
694718526062643872,50% Parking Cred~Early CI~King bd~Sleeps6~NY30min,44008190,Sojourney,,East,40.7266004,-74.15879199999999,Entire home/apt,243,1,75,2024-12-26,2.64,13,239,22,
695158450670848754,Commuter Hub (3B),139740220,Partha & Rita,,South,40.7092313,-74.20915099999999,Private room,43,3,94,2024-12-09,3.37,3,321,43,
697189639341669344,Perose Pleasant Blue|2 Bd|2 Ba|Pkg|5 min Newark AP,314532964,Perose,,Central,40.72864,-74.18132,Entire home/apt,166,1,14,2024-12-15,0.72,13,232,9,
697276351710126573,3 Suites Near Downtown Newark,44008190,Sojourney,,East,40.7266004,-74.15879199999999,Entire home/apt,973,1,11,2024-10-16,0.46,13,300,2,
699375488658049868,"Cozy RM 202 15min to Airport Penn station, DT Nwk.",259668912,Kayode Lawal,,West,40.74481,-74.1974,Private room,65,1,101,2024-12-13,3.70,10,89,42,
700630670487954555,Large Private Room 20 min to EWR Air & NJ Transit,10023805,"Armando,A",,North,40.76347,-74.1678,Private room,55,1,25,2024-12-14,0.89,2,360,12,
703460244640047829,"Free Parking! Cozy 1 BR, Unit Near NYC, EWR & Penn",209956310,Bilal,,East,40.72573594546498,-74.16692047265929,Entire home/apt,113,2,130,2024-12-26,4.59,2,88,44,
703544504066684575,Newly renovated home within mins of NYC (Bedroom),477094264,Dashon,,South,40.71809,-74.2058,Private room,72,1,59,2024-11-30,2.40,5,363,29,
704396125509715086,Cozy 1BR Near NYC,539607120,Rosanna,,West,40.7438895,-74.2097586,Entire home/apt,150,4,22,2024-12-09,0.79,1,353,8,
704905917592437964,Lovely 3 Bedroom Unit in a New Building In Newark,78656836,Olusola,,West,40.74003,-74.19424,Entire home/apt,144,2,36,2024-12-16,1.33,1,284,16,
705342835183518908,Modern Duplex-Central Location-close to Train+EWR,44008190,Sojourney,,East,40.7266004,-74.15879199999999,Entire home/apt,719,1,10,2024-02-05,0.40,13,302,1,
705847545903652825,Cheerful 1-bedroom home with free parking.,477094264,Dashon,,South,40.71708,-74.20476,Private room,46,1,48,2024-03-31,1.70,5,261,3,
706472901473302798,Private room in Newark,224974119,Maria,,West,40.74494,-74.1977,Private room,41,2,23,2024-12-09,0.81,4,76,16,
706625868468443336,Modern Apartment near Newark Airport/Penn Sta NYC,184853431,Julian,,South,40.72751,-74.21072,Entire home/apt,184,3,82,2024-12-16,2.97,1,7,41,
708895113899193951,Luxury 2 Bedroom  Apt near EWR/NYC/Downtown Newark,289189993,Johnson,,West,40.74098,-74.20758,Entire home/apt,172,4,3,2022-10-30,0.11,7,364,0,
708951503557380692,Quaint 1BD FreeParking King PruCTR NJPAC Train 407,208211009,Ashleigh,,Central,40.7341385,-74.17605530000002,Entire home/apt,158,1,83,2024-12-11,2.99,2,74,36,
709319403005128614,Nest Away 3 Queen Beds•Near EWR•NYC•Penn Free Park,377551993,Sherkera,,Central,40.73354,-74.17719,Entire home/apt,338,2,45,2024-08-10,2.01,2,353,7,
709392233017821225,Tastefully finished  bedroom near EWR/NYC transit.,475845208,Nwacgodson,,South,40.7096,-74.21398,Private room,56,14,3,2023-09-13,0.11,9,365,0,
709462673950922138,NYC/EWR 2BR King FreePark PruCtr NJPAC Updated-410,208211009,Ashleigh,,Central,40.7341385,-74.17605530000002,Entire home/apt,157,2,108,2024-12-15,3.90,2,86,53,
709553662647202625,Modern + NYC +EWR + Malls +3Bdrm+ 1 Bath +Parking,119545211,Theresa,,North,40.77704769962052,-74.18060006732831,Entire home/apt,,2,52,2024-12-09,3.83,1,86,46,
709986640028086327,1 bd 15 min prudential rutgers seton hall 30 nyc,478393647,Donell,,West,40.73937,-74.23291,Entire home/apt,93,1,11,2023-10-26,0.39,1,89,0,
710356839613306407,Available! Safe Area! Clean! Full Bed!EWR| NYC|,326249843,C&W Capital,,North,40.76891,-74.16282,Private room,56,2,111,2024-12-30,3.95,6,6,50,
710897372183125172,Amazing apartment near the Prudencial Center,115163921,Jéss,,East,40.72761,-74.16766,Entire home/apt,,2,95,2024-12-03,3.38,1,1,31,
711054630158170821,Spacious Luxury Bedroom Near NYC / EWR,477168480,Amos,,West,40.7416317,-74.2195146,Entire home/apt,124,2,96,2024-12-26,3.42,1,361,30,
711806009235456087,Radiant Large 1 BR & Private BA near- EWR 10 mins,38130616,Toni,,South,40.71272632093333,-74.20723579823971,Private room,96,1,179,2024-12-16,6.37,3,360,48,
712056710782216620,"Luxury 2 KING / 2 BATH, Bedroom, Apt near NYC/EWR",289189993,Johnson,,West,40.74795,-74.19135,Entire home/apt,179,2,6,2023-07-05,0.22,7,365,0,
712561825251570778,Captivating peaceful center. Beautifully furnished,475845208,Nwacgodson,,South,40.70938,-74.21204,Private room,50,30,2,2022-10-09,0.07,9,365,0,
712633577769706198,Cozy contemporary 1BR Room in Newark EWR- 10 min,38130616,Toni,,South,40.71332,-74.20843,Private room,82,1,125,2024-12-27,4.49,3,360,36,
713183562382604637,Very clean comfortable basement room,112512558,Frank,,South,40.72309,-74.20681,Private room,40,1,1,2022-10-14,0.04,5,358,0,
713901263759829615,Polished modern Newark room -EWR 10 min away,38130616,Toni,,South,40.71325,-74.20817,Private room,76,1,173,2024-12-16,6.20,3,359,68,
713942203934866072,Exclusive modern apartment.,74380928,Sazyole,,South,40.72197,-74.1998,Private room,96,14,0,,,1,90,0,
714744874162176479,Hidden Gem Studio/Amazing View/10 Min to EWR Airpt,314532964,Perose,,Central,40.7277476,-74.18021809999999,Entire home/apt,117,1,41,2024-12-15,1.48,13,133,14,
715011612436995809,"2 Kings Bedroom,2 Bath, 7mins from EWR/NYC",92856476,Debbie,,Central,40.74736,-74.18999,Entire home/apt,197,3,1,2024-05-19,0.13,24,364,1,
715299971735716017,“The Kitchen” - Recording Studio,419210596,Felipe,,East,40.72209,-74.15111,Entire home/apt,,1,0,,,1,364,0,
716157811135768186,Lovely 1 Bed Apt/5 Min-to-Rutgers Newark/Pkg Incl,314532964,Perose,,Central,40.75,-74.16985,Entire home/apt,149,1,29,2024-12-15,1.26,13,233,18,
717318368617000116,Beautiful bedroom 5m to Newark airport,88327797,Kevin,,South,40.70405,-74.21204,Private room,44,2,32,2024-11-29,1.17,15,362,15,
717326119041440739,Huge and beautiful Bedroom 5m to Newark airport,88327797,Kevin,,South,40.70399,-74.21318,Private room,50,2,37,2024-11-29,1.35,15,362,13,
719712490851067466,Cozy room near Essex College & Rutgers University,480222081,"Adrienne,Jasson",,Central,40.75684,-74.18867,Private room,50,30,3,2024-08-31,0.14,55,274,1,
720031627902440553,Irounbound  luxury little gem,400175157,Maressa,,East,40.7222,-74.15426,Entire home/apt,162,1,60,2024-12-27,3.65,1,249,42,
720194273150376357,3BDR/2bath Access to NYC/5mtoEWR/Free GarageParkin,156240116,Sunday,,South,40.69348,-74.20295,Entire home/apt,275,1,57,2024-12-28,4.50,2,266,54,
720447572614729668,Cheerful 2 Bedroom townhouse with pool.,480366348,Kunle,,South,40.73283,-74.21195,Private room,58,1,9,2024-12-14,0.33,2,362,4,
720447659125181846,"Cheerful 2 Bedroom Town house, Extra security.",480366348,Kunle,,South,40.73207,-74.21235,Private room,90,1,6,2022-12-03,0.22,2,355,0,
720477480204095987,"Palatial Getaway near transit to Times Square, NY",289204368,Nwacgodson Enterprises,,South,40.70784,-74.21401,Private room,,14,5,2023-09-03,0.18,7,355,0,
724563381150536254,Fabulous 1-Bedroom Home with Firepit,27896585,Amanda,,South,40.72734,-74.21028,Entire home/apt,129,2,33,2024-12-22,1.21,2,331,2,
726948603198185722,"Nice Rm 203,14min to Airport,Penn station, DT Nwk.",259668912,Kayode Lawal,,West,40.7428,-74.19751,Private room,65,1,130,2024-12-18,4.74,10,89,51,
727010270598725462,"Modern & Cozy 1-bedroom apart mins to NYC, Airport",387966858,Aubri,,West,40.7378,-74.22689,Entire home/apt,,2,39,2024-06-23,1.50,1,0,12,
727633025723596689,"Rm 204,Private Bathroom Close to NYC EWR Air port.",259668912,Kayode Lawal,,West,40.74446,-74.19622,Private room,78,1,129,2024-12-16,4.74,10,88,57,
727729886864262592,"Cool Rm B2. Close to NYC, Nwk DT, Airport & UMDNJ.",259668912,Kayode Lawal,,West,40.74425,-74.19582,Private room,58,1,74,2024-12-09,2.72,10,88,28,
728454265838801258,Stunning Loft/20 min NYC Near NWK Penn/ Prudential,481846177,Mikhaela,,East,40.7311,-74.1674,Entire home/apt,263,2,127,2024-12-27,4.80,1,326,54,
729311010130200576,Home Sweet Home,368446372,Leslie,,East,40.72897,-74.16454,Private room,53,1,78,2024-12-18,2.90,1,167,45,
730013448668708761,Lovely 3 Bedroom Apt. Shared parking on-premise,147578751,Sean,,South,40.71094,-74.20941,Entire home/apt,233,2,24,2024-12-10,0.94,2,363,9,
732529362760650134,Prime Area! | DWTN Newark 1BR| E-Z Access to NYC,476191949,Najea,,Central,40.73212,-74.17687,Entire home/apt,125,2,80,2024-12-23,2.97,2,131,38,
734889547119600576,Lovely quiet 1 bd apt. near Liberty airport,483073086,Kirt,,South,40.71141,-74.22172,Private room,70,3,0,,,1,364,0,
736405171185621473,CHARM King bed #2 Near Newark/Airport/Outlet,341329541,Marcilene,,South,40.68847,-74.19999,Private room,60,1,46,2024-12-01,1.72,13,193,21,
737484593662148591,"Lovely 1A-Room!12min to PENN, EWR! EZ to visit NYC",480902038,R.,,South,40.73222,-74.21108,Private room,91,2,28,2024-08-10,1.06,13,364,3,
737604407568778685,Angel's Lux room near NYC / EWR,475845208,Nwacgodson,,South,40.70814,-74.21267,Private room,56,30,4,2023-10-27,0.15,9,365,0,
739372201484651261,Luxury 5 Star Home near NYC+Free Parking near EWR!,439757927,Fayeem,,Central,40.73357,-74.19853,Entire home/apt,322,1,51,2024-12-13,1.94,1,364,13,
739424867605330856,"Lovely 1B-Room!12min to PENN, EWR! EZ to visit NYC",480902038,R.,,South,40.73305,-74.21332,Private room,90,2,12,2024-09-29,0.50,13,362,3,
739430848971254269,"Master room!12min to PENN & EWR, best to visit NYC",480902038,R.,,South,40.73146,-74.21171,Private room,105,2,18,2024-12-08,0.68,13,361,6,
739447906937260496,Lovely 3-Bedroom APT! EZ Access to NYC & Airports!,480902038,R.,,South,40.73345,-74.21244,Entire home/apt,429,2,3,2024-01-01,0.19,13,360,1,
740804314257004466,Norfolk's Hidden Gem,161765950,Aduke,,Central,40.74505,-74.18508,Entire home/apt,99,1,65,2024-12-29,3.40,1,168,40,
741170831858758467,Gorgeous Cozy Room No Fees 12 Mins To EWR Airport,212693162,Kingsley,,West,40.7422,-74.22149,Private room,91,5,25,2024-10-27,0.93,37,363,2,
742835479260694179,153 2B1 Private Room near NYC and EWR airport,24815236,Mario,,West,40.74199,-74.22679,Private room,1110,7,13,2024-10-31,0.57,29,362,5,
742842320610054366,153 2B2 Private room near NYC and EWR airport,24815236,Mario,,West,40.73993,-74.22823,Private room,1105,7,11,2024-06-29,0.44,29,364,7,
743353210203931459,A Humble abode with class.,362250476,Emmanuel,,South,40.71217,-74.21296,Entire home/apt,196,5,17,2024-12-01,0.68,1,85,7,
743455442310590061,Relaxing Private Room No Cleaning fees/12MINS  EWR,212693162,Kingsley,,West,40.74226,-74.21952,Private room,91,1,28,2024-09-27,1.05,37,362,8,
744218394210815477,Private room in central Newark 4/20,139514905,Ibn,,Central,40.737868815125225,-74.19842272996902,Private room,63,1,0,,,1,364,0,
