id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
42841625,Lavish 3Bed Apt !  Free Gated Parking! 30 min NYC!,313129563,Joe,,Central,40.72957,-74.19859,Entire home/apt,203,2,228,2024-12-24,4.36,18,174,36,
42865385,CHARM Room #5 Closer to the Newark Airport,341329541,Marcilene,,South,40.68711,-74.19967,Private room,60,1,88,2024-12-10,1.51,13,29,37,
42869903,44 4BR/2BA Entire House Nr NYC Rutgers NJIT Seton,24815236,Mario,,West,40.74382,-74.21929,Entire home/apt,561,7,14,2024-11-28,0.58,29,359,6,
42875115,Studio Apartment in Newark with Peloton NYC 30min,111560778,Allan,,Central,40.73309,-74.17386,Entire home/apt,55,28,11,2024-07-18,0.56,1,131,6,
42951218,BestRest #1 NEAR NYC/NEWARK AIRPORT/OUTLET MALL,341965845,Rosa Adelia,,South,40.68735,-74.19875,Private room,61,1,241,2024-12-12,4.41,7,352,78,
42951960,BestRest #2 NEAR NYC/NEWARK AIRPORT/OUTLET MALL,341965845,Rosa Adelia,,South,40.68923,-74.19975,Private room,61,1,186,2024-12-15,3.40,7,355,38,
42952051,BestRest #4 NEAR NYC/NEWARK AIRPORT/OUTLET MALL,341965845,Rosa Adelia,,South,40.68844,-74.19851,Private room,55,1,456,2024-12-08,7.86,7,357,74,
42952269,BestRest #3 NEAR NYC/NEWARK AIRPORT/OUTLET MALL,341965845,Rosa Adelia,,South,40.68791,-74.19826,Private room,59,1,322,2024-12-15,5.63,7,357,51,
42952334,BestRest SUITE NEAR NYC/NEWARK AIRPORT/OUTLET MALL,341965845,Rosa Adelia,,South,40.68752,-74.19856,Private room,66,1,362,2024-12-15,6.68,7,289,93,
42952463,BestRest 2 BED NEAR NYC/NEWARK AIRPORT/OUTLET MALL,341965845,Rosa Adelia,,South,40.68857,-74.20017,Entire home/apt,116,1,70,2024-08-28,1.27,7,52,10,
43109131,@ 8 Perfect Runaway Newark/ Israel Beth Hospital,73860334,Anna,,South,40.70974,-74.20985,Private room,66,2,94,2024-12-16,1.63,6,29,27,
43132649,"Online Users Shared Bunk Spot, EWR/NYC & highways",219943978,Gem,,North,40.77773,-74.16151,Private room,38,1,76,2022-12-11,1.33,5,2,0,
43413431,"Cozy Corner, EWR/NYC & major highways",219943978,Gem,,North,40.77672,-74.16163,Private room,33,1,45,2022-12-02,0.80,5,2,0,
43455719,Cozy and bright! Ideal for family vacations! NYC,238501905,Ruy,,East,40.733395,-74.163422,Entire home/apt,,1,171,2024-12-28,3.87,6,120,39,
43476309,CHARM Room #9 Close to Newark Airport/NYC,341329541,Marcilene,,South,40.68789,-74.19861,Private room,55,1,116,2024-12-11,2.07,13,88,36,
43476710,CHARM Room #8 close to the Newark Airport,341329541,Marcilene,,South,40.68757,-74.19983,Private room,56,1,112,2024-12-15,1.99,13,88,34,
43505164,Ironbound SleekSpace +PrivateEntrance+PrivateBath,247824262,Yuki Mark,,East,40.72952,-74.16047,Private room,77,1,164,2024-12-02,2.93,9,164,13,
43742507,"Spacious 3BR, Minutes to EWR/Penn,Close to NYC",129771143,Ayoola,,West,40.74318,-74.22001,Entire home/apt,200,2,5,2023-04-07,0.10,1,364,0,
44074637,"5 min drive to NYC train, 5 min walk to Seton Hall",353453114,Zee,,West,40.74804,-74.23475,Entire home/apt,189,2,57,2024-09-15,1.11,8,242,3,
44180859,Sunshine is a room in a 4 bedroom apartment,355277870,Zola,,South,40.7167,-74.20228,Private room,65,1,17,2024-08-03,0.32,4,364,1,
44181014,butterfly room is a room in. 4 bedroom apartment.,355277870,Zola,,South,40.71566,-74.20243,Private room,60,1,19,2023-05-27,0.36,4,364,0,
44190204,Newark International Airport EWR,355929975,King,,South,40.70934,-74.20217,Private room,50,30,0,,,1,360,0,
44229150,relaxing and comfortable stay!,344226106,Jaheed,,West,40.7408,-74.20901,Private room,75,1,1,2023-09-10,0.06,1,268,0,
44307485,Dreamland is a room in a 4 bedroom apartment.,355277870,Zola,,South,40.71725,-74.20367,Private room,60,1,34,2023-11-11,0.63,4,364,0,
44788816,"3bdr10 mins to EWR, 25 mins to nyc/prudential cent",268365713,Hassan,,South,40.71492,-74.2132,Entire home/apt,,2,24,2024-08-05,0.88,3,0,5,
44999150,English Suite near  EWR/NYC and Outlet Mall,341965845,Rosa Adelia,,South,40.68862,-74.19812,Private room,64,1,22,2024-12-15,5.45,7,352,22,
45053229,"Light Flooded Bedroom, Newark Home 15 Mins to EWR",52659070,LilyRentals,,Central,40.7573,-74.18928,Private room,30,7,9,2023-08-12,0.17,93,362,0,
45053462,"Bright Newark Home, 25 Mins to NYC, 10 mins to EWR",52659070,LilyRentals,,Central,40.75683,-74.18788,Private room,31,14,11,2024-04-28,0.24,93,352,1,
45084609,NY NJ Historic Forest Hills Newark Homeshre 1bdRm,172508456,Dexter,,North,40.7648,-74.17476,Private room,42,31,6,2024-04-07,0.12,7,173,1,
45100268,Kislak 201 Spacious Studio Steps from Everything,348281346,Qasim,,Central,40.74128,-74.16973,Entire home/apt,186,3,3,2024-12-09,0.15,22,361,2,
45100272,Kislak 203 Luxurious 1BR Steps from Everything,348281346,Qasim,,Central,40.74128,-74.16973,Entire home/apt,186,3,4,2024-10-25,0.20,22,352,2,
45100275,Kislak 301Chic Studio in the Heart of Downtown,348281346,Qasim,,Central,40.74128,-74.16973,Entire home/apt,146,3,5,2024-09-28,0.68,22,362,5,
45100279,Kislak 303 Luxurious 2BR in Heart of Downtown,348281346,Qasim,,Central,40.74128,-74.16973,Entire home/apt,226,3,12,2024-10-14,0.29,22,360,3,
45100288,Kislak 302 Spacious 1BR in Heart of Downtown,348281346,Qasim,,Central,40.74128,-74.16973,Entire home/apt,206,3,5,2024-11-02,0.13,22,363,1,
45100297,Kislak 407 Stunning 2BR with Den Corner Apt Retrea,348281346,Qasim,,Central,40.74128,-74.16973,Entire home/apt,256,3,18,2024-11-18,0.44,22,362,4,
45297645,C room,328804258,Franklyn,,West,40.74705,-74.20538,Private room,55,3,7,2024-10-14,0.50,6,360,5,
45311859,Bright room in North Newark Home 15 Mins to EWR,52659070,LilyRentals,,Central,40.75777,-74.18877,Private room,28,14,14,2024-10-28,0.28,93,355,2,
45359710,The 'Sweet Dreams' Room in Newark 10 Min Drive EWR,52659070,LilyRentals,,Central,40.75593,-74.18904,Private room,40,14,2,2022-05-15,0.04,93,365,0,
45454874,★Wow! 24 HR Sale Yes! At Last Your Search Is Over,73456197,Ray,,East,40.72052,-74.15363,Entire home/apt,186,1,21,2024-03-25,0.41,4,68,2,
45599380,Luxury 5* Cozy Comfy lots of sunlights.10 mins EWR,73284268,Rob,,Central,40.73919,-74.20364,Private room,107,1,28,2024-10-14,0.62,3,364,7,
45652060,Amazing Location! All renovated 2BR Next to NYC,238501905,Ruy,,East,40.733395,-74.163422,Entire home/apt,176,1,193,2024-12-26,3.79,6,178,30,
45653958,BEST.AREA NEWARK/ ELIZABE NEAR AIRPORT/BEHT ISRAEL,88327797,Kevin,,South,40.70383,-74.21163,Private room,40,2,30,2024-12-06,0.58,15,210,11,
45656308,BEST AREA NEWARK/ ELIZABE NEAR AIRPORT/BEHT ISRAEL,88327797,Kevin,,South,40.70348,-74.21197,Private room,37,2,21,2024-06-11,0.42,15,150,3,
45672143,RED “D” ROOM 9MINS TO PENN/RUTGERS/NEWARK AIRPORT,370008282,Yomi,,Central,40.74682,-74.18895,Private room,47,1,138,2024-11-06,2.68,22,176,2,
45673181,COZY ROOM “E 9MINS TO PENN/RUTGERS/NEWARK AIRPORT,370008282,Yomi,,Central,40.74625,-74.18855,Private room,52,1,125,2024-12-29,2.47,22,179,11,
45674080,"Nice Room A. 10 minutes to the airport, Downtown.",370008282,Yomi,,Central,40.74733,-74.18869,Private room,53,1,146,2024-12-29,2.85,22,179,48,
45674099,"cozy room P. Close to all essentials, airport & DT",370008282,Yomi,,Central,40.74682,-74.1889,Private room,53,1,81,2024-12-26,1.58,22,179,52,
45684849,⭐️Best 4BR House to Visit NYC ✈️EWR Airport+Subway,1315486,Roy,,East,40.73271,-74.16239,Entire home/apt,285,1,14,2023-01-25,0.32,5,263,0,
45688081,"Private RM C. 9 mins to Airport, Downtown and Eats",370008282,Yomi,,Central,40.74778,-74.18748,Private room,60,1,48,2024-12-14,1.30,22,178,19,
45723168,"Cozy Rm B. 9 mins to Airport, Rutgers, Downtown.",370008282,Yomi,,Central,40.74688,-74.18837,Private room,51,1,112,2024-12-17,2.18,22,179,23,
45816945,Quiet. Comfortable stay. Close to all.,371442386,Syl,,North,40.78106,-74.15684,Entire home/apt,61,1,12,2022-08-02,0.24,2,179,0,
45841444,173 1CX  - Entire 1 BR Apartment Near NYC and EWR,24815236,Mario,,West,40.74501,-74.19839,Entire home/apt,1115,7,12,2024-06-24,0.27,29,357,2,
45926390,"Bunk Spot Resting Space, EWR/NYC & major highway",219943978,Gem,,North,40.77814,-74.1624,Private room,,1,18,2022-12-29,0.44,5,0,0,
46039232,Serene & Peaceful Room Near Penn EWR & Attractions,52659070,LilyRentals,,Central,40.75651,-74.18751,Private room,30,14,2,2024-10-12,0.21,93,365,2,
46107887,5min to NYC train: On South Orange border: Parking,353453114,Zee,,West,40.74823,-74.23467,Entire home/apt,183,2,95,2024-12-08,1.92,8,197,28,
46121463,Cozy and Luxurious Sweet Dream Rm Newark Near EWR,52659070,LilyRentals,,Central,40.7579,-74.18869,Private room,35,14,11,2024-05-09,0.22,93,365,2,
46282215,Perculiar Room C,347646634,Marian,,Central,40.74742,-74.18916,Private room,65,2,99,2024-09-12,2.03,9,357,23,
46282974,Peculiar Room B,347646634,Marian,,Central,40.74721,-74.18847,Private room,65,2,58,2024-11-18,1.16,9,364,7,
46560808,Huge Bright Rm with Closet 7 Min Drive to Nwk Penn,52659070,LilyRentals,,Central,40.75686,-74.18712,Private room,26,14,10,2024-09-09,0.25,93,357,3,
46725519,Kislak 305 Luxurious 1BR in Heart of Downtown,348281346,Qasim,,Central,40.74128,-74.16973,Entire home/apt,166,3,9,2024-12-16,0.46,22,365,4,
46725564,Kislak 306 Luxurious 1BR in Heart of Downtown,348281346,Qasim,,Central,40.74128,-74.16973,Entire home/apt,176,3,7,2024-12-07,0.34,22,363,6,
46725576,Kislak 402 Spacious 1BR Retreat Above the City,348281346,Qasim,,Central,40.74128,-74.16973,Entire home/apt,206,3,2,2024-01-01,0.13,22,364,1,
46725582,Kislak 403 Luxurious 2BR Retreat Above the City,348281346,Qasim,,Central,40.74128,-74.16973,Entire home/apt,226,3,4,2024-01-01,0.09,22,361,1,
46725602,Kislak 602 2BR Penthouse Retreat Above the City,348281346,Qasim,,Central,40.74128,-74.16973,Entire home/apt,246,3,7,2024-11-18,0.33,22,363,3,
46725613,Kislak 603 1BR Penthouse with Stunning Rooftop Ter,348281346,Qasim,,Central,40.74128,-74.16973,Entire home/apt,226,3,3,2024-11-18,0.25,22,363,3,
46725623,Kislak 307 Stunning 2BR Corner Apt in Heart of Dow,348281346,Qasim,,Central,40.7412812,-74.1697314,Entire home/apt,256,3,1,2023-05-29,0.05,22,0,0,
46725630,Kislak 304 Chic Studio in the Heart of Downtown,348281346,Qasim,,Central,40.74128,-74.16973,Entire home/apt,166,3,5,2024-12-27,0.39,22,329,4,
46725638,Kislak 601 1BR Penthouse with Stunning Rooftop Ter,348281346,Qasim,,Central,40.74128,-74.16973,Entire home/apt,236,3,5,2024-10-12,0.41,22,358,4,
46773056,Meditation & Tranquility Rm Newark 7 mins to Penn,52659070,LilyRentals,,Central,40.75797,-74.18753,Private room,35,14,7,2022-05-06,0.16,93,365,0,
46837041,Bright Airy Sweet Dreams Rm 7 mins to Newark Penn,52659070,LilyRentals,,Central,40.75772,-74.18912,Private room,29,14,6,2024-10-03,0.18,93,365,4,
46841366,Cute & Super Cozy Bedroom 7 min from NWK Penn,52659070,LilyRentals,,Central,40.75628,-74.18883,Private room,31,14,4,2024-01-31,0.08,93,365,1,
46842091,Huge Bright Room with Meditation Corner near Penn,52659070,LilyRentals,,Central,40.75792,-74.18759,Private room,30,14,8,2024-08-09,0.16,93,365,2,
46895440,Country Elegance Room w/ Queen Sz Bed 7 Mins  Penn,52659070,LilyRentals,,Central,40.75779,-74.1887,Private room,30,14,11,2023-10-14,0.26,93,61,0,
46915351,Bright + Airy Bedroom 7 minutes from Newark Penn,52659070,LilyRentals,,Central,40.75793,-74.18894,Private room,27,5,10,2024-06-01,0.20,93,266,1,
46915635,Bright + Airy Super Cozy Room 7 min from NWK Penn,52659070,LilyRentals,,Central,40.75693,-74.18759,Private room,27,14,6,2024-10-04,0.16,93,365,3,
46915711,Huge & Bright Light Flooded Bedroom 7 mins to Penn,52659070,LilyRentals,,Central,40.75805,-74.18754,Private room,31,13,7,2023-03-03,0.16,93,365,0,
46915781,Beautiful Bright Cozy Room 7 mins to Penn Station,52659070,LilyRentals,,Central,40.75818,-74.18904,Private room,31,14,4,2022-12-18,0.09,93,365,0,
46923766,Private Light Flooded Rm in Newark 7 mins to Penn,52659070,LilyRentals,,Central,40.75629,-74.18789,Private room,30,14,4,2023-07-10,0.08,93,365,0,
46945702,'Candy Room' Bright and Open w/ Work Space Newark,52659070,LilyRentals,,Central,40.75681,-74.18717,Private room,25,2,21,2024-06-09,0.44,93,365,4,
47002028,Blue Tranquility Good Vibes Private Rm 7 Mins Penn,52659070,LilyRentals,,Central,40.7581,-74.18693,Private room,35,14,8,2023-03-28,0.17,93,345,0,
47033337,Serenity & Meditation Room w/ Large Closet Newark,52659070,LilyRentals,,Central,40.75661,-74.18699,Private room,30,14,11,2023-08-25,0.23,93,365,0,
47074704,'Under the Sea' Peaceful Blue Room 7 Mins to Penn,52659070,LilyRentals,,Central,40.75762,-74.18928,Private room,30,6,11,2024-05-28,0.24,93,360,3,
47389108,Cozy 'n' Cute Bright Airy Bedroom 7 Mins to Penn,52659070,LilyRentals,,Central,40.75751,-74.18764,Private room,29,14,16,2024-08-02,0.34,93,362,1,
47564654,Bright Room w/ Queen Size Bed & Large Closet,52659070,LilyRentals,,Central,40.75839,-74.18756,Private room,29,14,5,2024-09-28,0.13,93,346,1,
47705648,Serene & Good Energy Private Room Near NYC / EWR,52659070,LilyRentals,,Central,40.75744,-74.18704,Private room,29,14,13,2023-11-15,0.28,93,365,0,
47717411,Cozy and modern place,384406482,Marcelo,,East,40.72209,-74.17346,Entire home/apt,169,3,131,2024-12-15,2.74,1,160,25,
47744970,44 1C Entire Mini Studio near NYC and EWR,24815236,Mario,,West,40.74465,-74.21924,Entire home/apt,62,7,34,2024-12-21,0.72,29,360,13,
47903149,Spacious Apartment for The Whole Family!,52969785,Al,,South,40.71196,-74.19864,Entire home/apt,125,3,115,2024-12-18,2.53,1,78,27,
47908166,★LUX 1 BR Apt Great Location★Free Parking !!,313129563,Joe,,Central,40.75015,-74.16795,Entire home/apt,155,2,148,2024-12-20,3.12,18,244,28,
47920035,Cozy Room 1. 10 mins to airport/Penn/ DT Newark,370008282,Yomi,,Central,40.74695,-74.18755,Private room,52,1,132,2024-12-28,2.77,22,87,37,
47921150,Cozy RM2. 10 minutes to Airport & downtown Newark,370008282,Yomi,,Central,40.74653,-74.18787,Private room,55,1,90,2024-12-25,1.91,22,89,32,
47921778,Cozy RM3. 10 min to Airport & Downtown Newark.,370008282,Yomi,,Central,40.74547,-74.18961,Private room,65,1,41,2024-01-01,0.86,22,89,1,
47922229,Sleeping curtain space 1. Close to Airport & DT.,370008282,Yomi,,Central,40.74624,-74.18761,Shared room,46,1,114,2024-12-19,2.41,22,89,39,
47923119,Nice rm M. 10min to the Airport & Downtown Newark.,370008282,Yomi,,Central,40.7448,-74.18864,Private room,55,1,107,2024-12-06,2.25,22,88,24,
47925145,Nice Rm S. 10 minutes to Airport & Downtown Newark,370008282,Yomi,,Central,40.74525,-74.18745,Private room,55,1,96,2024-12-30,2.01,22,89,25,
47952715,"Nice rm K. 10 min to the Airport, Penn Station.DT.",370008282,Yomi,,Central,40.74632,-74.18938,Private room,55,1,36,2024-12-14,0.82,22,89,14,
47952997,"Nice Rm V. 10 min to Airport, Penn station & DT.",370008282,Yomi,,Central,40.74507,-74.18904,Private room,66,1,34,2024-11-24,0.78,22,89,24,
47953521,"Lovely Rm M2. 10 min from Airport,Downtown Newark.",370008282,Yomi,,Central,40.74545,-74.18889,Private room,56,1,99,2024-12-27,2.08,22,89,26,
47953873,"Lovely Rm V2. 10 min to Airport, Penn station & DT",370008282,Yomi,,Central,40.74516,-74.18949,Private room,66,1,82,2024-12-07,1.73,22,89,21,
48078768,Nice Rm K2. 10 mins to the Airport/ Penn Station.,370008282,Yomi,,Central,40.74678,-74.18814,Private room,55,1,60,2024-12-24,1.27,22,89,17,
48081469,Sojourn Historic James St Commons,39930655,Sojourn,,Central,40.7456956,-74.1727246,Entire home/apt,304,3,76,2024-12-09,1.70,3,362,15,
48111735,Downtown - Mins to NYC FreeParking-Mins to EWR,338687664,Shaun,,Central,40.74881,-74.16801,Entire home/apt,172,1,128,2024-12-19,2.78,13,334,40,
48157081,Bright Natural Light Flooded Room 7 Mins to Penn,52659070,LilyRentals,,Central,40.7569,-74.18884,Private room,27,14,6,2023-04-19,0.13,93,365,0,
48172501,Cozy King Bed-Free Parking! Easy Ride to NYC,193718645,Lh Augustin,,Central,40.74833,-74.16896,Entire home/apt,162,2,113,2024-12-14,2.47,4,125,24,
48186592,The Lennox Stay - Luxury Apartment/ Free Parking,186328264,Said,,Central,40.74942,-74.16787,Entire home/apt,157,2,153,2024-12-04,3.26,2,358,39,
48187131,The Lennox Stay - City View/Close to Train/Parking,186328264,Said,,Central,40.74866,-74.16957,Entire home/apt,158,2,134,2024-12-02,2.88,2,69,32,
48304100,Beautiful Ivy Hill steps from Maplewood,20652713,Geraldine,,West,40.734035,-74.246475,Entire home/apt,163,5,17,2024-10-03,0.39,1,83,3,
48336071,Perose Place-1BD/5 Min to Rutgers Newark/Pkg Incl,314532964,Perose,,Central,40.748329,-74.168961,Entire home/apt,127,1,28,2024-06-30,0.61,13,272,9,
48349028,Cool Rm S2. 10min from Airport & downtown Newark.,370008282,Yomi,,Central,40.74702,-74.18781,Private room,56,1,112,2024-12-19,2.40,22,88,34,
48366957,★ Huge ★ 7 bedroom ★ 2 Floor House ★ NY Book Now!,73456197,Ray,,East,40.73093,-74.1467,Entire home/apt,380,1,103,2024-12-09,2.42,4,310,32,
48380799,Cozy & Serene Baby Blue Room w/ Work Space Newark,52659070,LilyRentals,,Central,40.7576,-74.18832,Private room,27,7,11,2024-05-19,0.24,93,341,4,
48425933,SLEEP SPACE 2 8MINS TO PENN/EWR AIRPORT,260464120,Sandra,,West,40.74169,-74.19537,Private room,85,6,2,2022-06-26,0.04,18,365,0,
48472311,Beautiful 1 bedroom Apt EWR/NYC/MetLife/DreamMall,384398147,Evelyn,,South,40.71536,-74.21034,Entire home/apt,89,1,200,2024-12-23,4.34,1,264,41,
48638112,Luxury 1BR King❤ Downtown Newark*Parking Incl.,314532964,Perose,,Central,40.74833,-74.16896,Entire home/apt,158,1,25,2024-11-03,0.54,13,130,18,
48865035,Coco Chanel Luxe Room 7 minutes to Newark Penn,52659070,LilyRentals,,Central,40.75745,-74.1889,Private room,32,14,7,2024-10-04,0.16,93,1,1,
48947415,Entire 2-BED Private Apt - EWR/NYC/OUTLET MALL,86600847,Oluwatayo,,South,40.71244,-74.20776,Entire home/apt,134,2,30,2024-12-01,0.70,3,95,5,
49063972,1BR|Skyline View| Near Broad St| Pkg|20 min to NYC,314532964,Perose,,Central,40.74749,-74.16986,Entire home/apt,150,1,51,2024-12-16,1.14,13,245,19,
49077733,⭐️Chic 1 BR Great Location!⭐️King Bed!⭐️FREE Parking!,313129563,Joe,,Central,40.74768,-74.16935,Entire home/apt,160,2,106,2024-11-27,2.34,18,305,37,
49398527,2 Bedroom with private entrance & free  parking,398428345,Diego,,North,40.77006882493997,-74.18722837473724,Entire home/apt,106,3,123,2024-12-18,3.25,1,329,34,
49402177,Peaceful Natural Light Blue Room 7 mins to Penn,52659070,LilyRentals,,Central,40.75684,-74.1884,Private room,33,14,5,2024-06-01,0.11,93,365,1,
49463429,Beautiful Home  Historic Forest Hills Newark 2 1bd,172508456,Dexter,,North,40.76749,-74.17565,Private room,42,31,6,2024-02-18,0.14,7,148,1,
49463744,1BR1BA Renovated Downtown Newark Private GuestApt,21662783,T. Anna,,Central,40.72954,-74.17772,Entire home/apt,65,30,5,2024-02-03,0.13,5,148,1,
49463950,Home in Historic Forest Hills Newark NJ 1bdrm,172508456,Dexter,,North,40.7649,-74.17679,Private room,42,31,1,2023-02-05,0.04,7,362,0,
49502355,Beautiful 2BR in Ironbound / Close to NYC,392811605,Katie,,East,40.72408,-74.17089,Entire home/apt,196,2,139,2024-12-08,3.99,1,167,40,
49585120,Private Bright Flower Room 7 Mins to Newark Penn,52659070,LilyRentals,,Central,40.756,-74.18854,Private room,40,14,1,2021-05-20,0.02,93,365,0,
49833574,En suite private master bedroom 2A,118893084,Abdulla,,West,40.7452,-74.19563,Private room,47,2,26,2024-01-20,0.59,2,24,3,
49904028,The Paramount View,177571244,Cavelle,,Central,40.7367,-74.17054,Entire home/apt,138,1,201,2024-12-15,4.78,2,1,30,
49913154,Ritzy Downtown Studio/Free Parking/Near EWR,338687664,Shaun,,Central,40.734073638916016,-74.17587280273438,Entire home/apt,117,1,151,2024-12-19,3.54,13,80,38,
49923105,"Historic Forest Hills Newark 2 adults ,1bed rooms",172508456,Dexter,,North,40.76624,-74.1759,Private room,42,31,0,,,7,362,0,
49955743,Cozy Room Cozy Spot close to EWR,299330002,Nadirah,,South,40.71321,-74.20308,Private room,,5,3,2024-10-26,0.07,4,0,2,
50032649,"Historic forest hills home 
2 guest 1 rm",172508456,Dexter,,North,40.76474,-74.17699,Private room,42,31,4,2023-05-28,0.09,7,362,0,
50083410,💯Best Vacay☀Min2NYC🗽/🇺🇸 Dream Mall/✈️EWR/⚡Fast WI-FI,403995401,Brent,,Central,40.75748,-74.17487,Entire home/apt,103,1,206,2024-12-27,4.74,3,358,42,
50090254,Modern Lux King Ste • Rooftop|Gym|Lounge|15min EWR,404071311,Juan,,Central,40.73734,-74.16909,Entire home/apt,,1,73,2024-03-06,1.87,2,365,4,
50159826,Downtown Newark/NYC/Penn Station/Prudential/EWR,389425725,Jennifer,,East,40.73404,-74.17147,Entire home/apt,129,1,182,2024-12-15,4.19,1,338,52,
50177223,Home Away From Home 2,240669706,Shawn,,South,40.71026,-74.2126,Private room,105,1,7,2024-09-03,0.23,1,268,4,
50194211,Kislak 503 Luxurious 2BR Retreat Above the City,348281346,Qasim,,Central,40.74128,-74.16973,Entire home/apt,226,3,18,2024-12-09,0.48,22,362,8,
